source_pid,source_region_genre_id,source_position,source_pid_position,source_track_id,source_Track Name,source_Artist Name(s),source_audio_path,source_audio_relative_path,target_pid,target_region_genre_id,target_position,target_pid_position,target_track_id,target_Track Name,target_Artist Name(s),target_audio_path,target_audio_relative_path,label
9,hindi_study,77,9_77,7lvDsmTRXFE3dK4OjvRiWB,Pasoori,Ali Sethi;Shae Gill,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\93. Pasoori.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\93. Pasoori.mp3,19,western_dj,215,19_215,4SCbD68sf3dBfaE2X8uDSP,Seven Nation Army,Gaullin;Julian Perretta,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\21. Seven Nation Army.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\21. Seven Nation Army.mp3",0
9,hindi_study,77,9_77,7lvDsmTRXFE3dK4OjvRiWB,Pasoori,Ali Sethi;Shae Gill,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\93. Pasoori.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\93. Pasoori.mp3,17,western_chill_lyrics,44,17_44,1YrRmCUVEWBoPZs36lu9aY,Jaane Hi Do,Anubha Bajaj,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\44. Jaane Hi Do.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\44. Jaane Hi Do.mp3,0
9,hindi_study,78,9_78,4YIhJmihoXwjtbY4vsV9Nh,"Kudi Nu Nachne De (From ""Angrezi Medium"")",Vishal Dadlani;Sachin-Jigar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\94. Kudi Nu Nachne De (From _Angrezi Medium_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\94. Kudi Nu Nachne De (From _Angrezi Medium_).mp3,27,western_sleep,21,27_21,4blqlsA1uf2d2I40E90EUC,"Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam;Arijit Singh;Shilpa Rao,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\21. Tere Hawaale (From _Laal Singh Chaddha_).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\21. Tere Hawaale (From _Laal Singh Chaddha_).mp3,0
9,hindi_study,78,9_78,4YIhJmihoXwjtbY4vsV9Nh,"Kudi Nu Nachne De (From ""Angrezi Medium"")",Vishal Dadlani;Sachin-Jigar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\94. Kudi Nu Nachne De (From _Angrezi Medium_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\94. Kudi Nu Nachne De (From _Angrezi Medium_).mp3,8,hindi_study,35,8_35,16cuM5q46CqebnhdRB1nQG,Dil Ibaadat - Lofi Flip,Deepanshu Ruhela;Pritam;KK;Bollywood Lofi;Sayeed Quadri,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\34. Dil Ibaadat - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\34. Dil Ibaadat - Lofi Flip.mp3,0
9,hindi_study,79,9_79,6M2UnI1LnXuXlWU54CKmKx,Jaane Kyun,Vishal-Shekhar;Vishal Dadlani,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\95. Jaane Kyun.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\95. Jaane Kyun.mp3,15,western_chill_lyrics,123,15_123,5gTCp2dIRTLgJ8ZZllw0bR,Thinking About You,Beck,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\61. Thinking About You.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\61. Thinking About You.mp3,0
9,hindi_study,79,9_79,6M2UnI1LnXuXlWU54CKmKx,Jaane Kyun,Vishal-Shekhar;Vishal Dadlani,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\95. Jaane Kyun.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\95. Jaane Kyun.mp3,16,western_chill_lyrics,40,16_40,65YG2Ri9WEBljTNM6OQRL4,Eyes Speak First - Original Mix,Alican Baykara,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\80. Eyes Speak First - Original Mix.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\80. Eyes Speak First - Original Mix.mp3,0
9,hindi_study,80,9_80,0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,Vishal-Shekhar;KK;Shilpa Rao;Anvita Dutt Guptan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\96. Khuda Jaane.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\96. Khuda Jaane.mp3,29,western_sleep,81,29_81,1eeH1RFX5lF4hf8qu9PCLN,antithesis,ist;Ghøst,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\81. antithesis.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\81. antithesis.mp3,0
9,hindi_study,80,9_80,0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,Vishal-Shekhar;KK;Shilpa Rao;Anvita Dutt Guptan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\96. Khuda Jaane.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\96. Khuda Jaane.mp3,28,western_sleep,29,28_29,11Zf57uWFO946gEDshN4GI,Warmth,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\29. Warmth.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\29. Warmth.mp3,0
9,hindi_study,81,9_81,4iFPsNzNV7V9KJgcOX7TEO,Tu Jaane Na,Pritam;Atif Aslam,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\97. Tu Jaane Na.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\97. Tu Jaane Na.mp3,21,western_dj,20,21_20,7DOY05Rq6GnUWK41gksfTn,Move It,404BABY,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\20. Move It.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\20. Move It.mp3,0
9,hindi_study,81,9_81,4iFPsNzNV7V9KJgcOX7TEO,Tu Jaane Na,Pritam;Atif Aslam,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\97. Tu Jaane Na.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\97. Tu Jaane Na.mp3,29,western_sleep,64,29_64,21TcDbGosp7w9YhTjOszgA,Imagination,Shawn Mendes,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\64. Imagination.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\64. Imagination.mp3,0
9,hindi_study,82,9_82,4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")",Darshan Raval;Asees Kaur;Lijo George-Dj Chetas,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\98. Chogada (From _Loveyatri_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\98. Chogada (From _Loveyatri_).mp3,22,western_focus,34,22_34,72a7BreUstd8JSHbPyMr0d,Once,Alexis Ffrench,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\36. Once.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\36. Once.mp3",0
9,hindi_study,82,9_82,4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")",Darshan Raval;Asees Kaur;Lijo George-Dj Chetas,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\98. Chogada (From _Loveyatri_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\98. Chogada (From _Loveyatri_).mp3,8,hindi_study,1,8_1,2vIBf8EmRy7m4Q9kR2dikH,"Tum Se Hi (From ""Love In Lo-Fi Volume 1"")",Mohit Chauhan;Dj Chetas;DJ Nyk,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\1. Tum Se Hi (From _Love In Lo-Fi Volume 1_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\1. Tum Se Hi (From _Love In Lo-Fi Volume 1_).mp3,0
9,hindi_study,83,9_83,4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,Atif Aslam;Shiraz Uppal;Shakeel Sohail,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\99. Pehli Dafa.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\99. Pehli Dafa.mp3,7,hindi_study,38,7_38,6w6D4f9DbVxxWbnf5N9VdD,Shoorveer,Rapperiya Baalam;Rajneesh Jaipuri,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\44. Shoorveer.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\44. Shoorveer.mp3,0
9,hindi_study,83,9_83,4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,Atif Aslam;Shiraz Uppal;Shakeel Sohail,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\99. Pehli Dafa.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\99. Pehli Dafa.mp3,26,western_focus,23,26_23,3dW5gmYgCbNhjxsBGhGKLo,A Room With A View,Adrián Úlfur,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,0
10,telugu_chill_lyrics,58,10_58,13zRzGESTiUCD2GZyEwWNx,Jabilammavo,Devi Sri Prasad;Sagar;Malathi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\37. Jabilammavo.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\37. Jabilammavo.mp3,16,western_chill_lyrics,74,16_74,3JKFZmAbD3MKRQLfnxUmUk,Disco Ball,Flo Matey,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\95. Disco Ball.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\95. Disco Ball.mp3,0
10,telugu_chill_lyrics,58,10_58,13zRzGESTiUCD2GZyEwWNx,Jabilammavo,Devi Sri Prasad;Sagar;Malathi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\37. Jabilammavo.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\37. Jabilammavo.mp3,19,western_dj,42,19_42,6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\37. The Business.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\37. The Business.mp3",0
10,telugu_chill_lyrics,73,10_73,2Pgdqont2o2750BbGmnvvt,Telusuna,Devi Sri Prasad;K. S. Chithra,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\49. Telusuna.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\49. Telusuna.mp3,27,western_sleep,73,27_73,4LMnefLl0gp4LvMBxPHq5D,Bolna - Lofi Flip,Kritiman Mishra;Arijit Singh;Asees Kaur;Tanishk Bagchi;Bollywood Lofi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\73. Bolna - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\73. Bolna - Lofi Flip.mp3,0
10,telugu_chill_lyrics,73,10_73,2Pgdqont2o2750BbGmnvvt,Telusuna,Devi Sri Prasad;K. S. Chithra,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\49. Telusuna.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\49. Telusuna.mp3,28,western_sleep,34,28_34,4TYLYZeo5ALnsb1dGCxPXH,Reflections,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\34. Reflections.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\34. Reflections.mp3,0
10,telugu_chill_lyrics,74,10_74,11c5HhE5sWX4zqw0m6ikFb,Gundello Emundho,Devi Sri Prasad;Venu;Sumangaly,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\33. Gundello Emundho.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\33. Gundello Emundho.mp3,20,western_dj,21,20_21,1Vb4HQnN2kZ5Y2KgYF5TDV,No Lie,Sean Paul;Dua Lipa,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\21. No Lie.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\21. No Lie.mp3,0
10,telugu_chill_lyrics,74,10_74,11c5HhE5sWX4zqw0m6ikFb,Gundello Emundho,Devi Sri Prasad;Venu;Sumangaly,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\33. Gundello Emundho.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\33. Gundello Emundho.mp3,9,hindi_study,81,9_81,4iFPsNzNV7V9KJgcOX7TEO,Tu Jaane Na,Pritam;Atif Aslam,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\97. Tu Jaane Na.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\97. Tu Jaane Na.mp3,0
11,telugu_chill_lyrics,23,11_23,1ifMH14KizpUxIdRVyPsSZ,Niluvaddham,Karthik;Sumangaly,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\28. Niluvaddham.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\28. Niluvaddham.mp3,28,western_sleep,94,28_94,64cVX24e8GONiz8UOuvjby,Embraced,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\94. Embraced.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\94. Embraced.mp3,0
11,telugu_chill_lyrics,23,11_23,1ifMH14KizpUxIdRVyPsSZ,Niluvaddham,Karthik;Sumangaly,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\28. Niluvaddham.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\28. Niluvaddham.mp3,25,western_focus,5,25_5,4Pja7k6BaxssHuY8rVkNSP,palm of my hand,Westover Denver,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\6. palm of my hand.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\6. palm of my hand.mp3,0
11,telugu_chill_lyrics,68,11_68,5RJb4ZBgdJBOZe5Fx2aDWo,Ela Ela Naalo,Haricharan;Swetha,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\45. Ela Ela Naalo.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\45. Ela Ela Naalo.mp3,22,western_focus,4,22_4,3ZHWMWKuufyYuWAlgNwF6F,Fragility,Jordane Tumarinson,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\4. Fragility.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\4. Fragility.mp3",0
11,telugu_chill_lyrics,68,11_68,5RJb4ZBgdJBOZe5Fx2aDWo,Ela Ela Naalo,Haricharan;Swetha,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\45. Ela Ela Naalo.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\45. Ela Ela Naalo.mp3,25,western_focus,28,25_28,7yfGIqM3BZcP6AmAb9q1KQ,Surface Level,Strehlow,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\78. Surface Level.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\78. Surface Level.mp3,0
12,telugu_chill_lyrics,6,12_6,6GgP6NTpwRaokozTVyC6Be,Yemi Cheyamanduve,Shankar Mahadevan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\5. Yemi Cheyamanduve.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\5. Yemi Cheyamanduve.mp3,17,western_chill_lyrics,13,17_13,5ivRSlOhVIXN2QMzqgsX0s,Aaoge Tum Kabhi,The Local Train,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\13. Aaoge Tum Kabhi.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\13. Aaoge Tum Kabhi.mp3,0
12,telugu_chill_lyrics,6,12_6,6GgP6NTpwRaokozTVyC6Be,Yemi Cheyamanduve,Shankar Mahadevan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\5. Yemi Cheyamanduve.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\5. Yemi Cheyamanduve.mp3,10,telugu_chill_lyrics,1,10_1,7y3FOEOFShOO7m6WaYJ895,Niluvaddham,Devi Sri Prasad;Karthik;Sumangaly,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\28. Niluvaddham.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\28. Niluvaddham.mp3,0
12,telugu_chill_lyrics,67,12_67,7CwwtSBeTSglx1kDJ6owQ2,Ekkada Ekkada,S.P. Charan;Harini,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\13. Ekkada Ekkada.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\13. Ekkada Ekkada.mp3,27,western_sleep,15,27_15,4XdgtQ0wt7fikgV4xvR5tm,Piya O Re Piya (Lofi Mix),Atif Aslam;Shreya Ghoshal;Shahraaz Khan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\15. Piya O Re Piya (Lofi Mix).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\15. Piya O Re Piya (Lofi Mix).mp3,0
12,telugu_chill_lyrics,67,12_67,7CwwtSBeTSglx1kDJ6owQ2,Ekkada Ekkada,S.P. Charan;Harini,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\13. Ekkada Ekkada.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\13. Ekkada Ekkada.mp3,29,western_sleep,56,29_56,07l4YNcG8Bos87v06wOrc3,eternal memory,Domnxn,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\56. eternal memory.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\56. eternal memory.mp3,0
12,telugu_chill_lyrics,83,12_83,7kIkKzjeL1IVphTYYWIaQJ,Gala Gala Paruthunna,Mani Sharma;Nihal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\47. Gala Gala Paruthunna.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\47. Gala Gala Paruthunna.mp3,15,western_chill_lyrics,31,15_31,3Kj2EWpIBnvETsYq4cq0IH,Big Black Car,Gregory Alan Isakov,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\5. Big Black Car.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\5. Big Black Car.mp3,0
12,telugu_chill_lyrics,83,12_83,7kIkKzjeL1IVphTYYWIaQJ,Gala Gala Paruthunna,Mani Sharma;Nihal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\47. Gala Gala Paruthunna.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\Mellow Telugu\47. Gala Gala Paruthunna.mp3,23,western_focus,14,23_14,1o2B11JGTHszFYPeJ7iEY6,Bonamico,Lucky Lorry,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\13. Bonamico.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\13. Bonamico.mp3,0
12,telugu_chill_lyrics,88,12_88,2x2Y3mPsEqUuEEp3vQnZuC,Nammavemo,Mani Sharma;Saketh Komanduri,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\41. Nammavemo.mp3,data\raw_playlist_songs_downloaded\telugu\chill_lyrics\1 AM Feels Telugu\41. Nammavemo.mp3,15,western_chill_lyrics,22,15_22,6v2NgEbmGFOulY74emLe6u,The Life,Marc Scibilia,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\83. The Life.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\83. The Life.mp3,0
