source_clean_index,source_Track URI,source_Track Name,source_Artist Name(s),source_track_id,source_pid,source_region_genre_id,source_position,source_pid_position,source_audio_path,source_audio_relative_path,source_downloaded_title,source_downloaded_playlist_name,source_downloaded_position,source_position_matches,source_filename,source_has_audio,target_clean_index,target_Track URI,target_Track Name,target_Artist Name(s),target_track_id,target_pid,target_region_genre_id,target_position,target_pid_position,target_audio_path,target_audio_relative_path,target_downloaded_title,target_downloaded_playlist_name,target_downloaded_position,target_position_matches,target_filename,target_has_audio,label
,,White Gloves ii,Khruangbin,4EGilW7VYfTULk4RENDfJp,18,western_chill_lyrics,16,18_16,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\37. White Gloves ii.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\37. White Gloves ii.mp3,,,,,,,,,Sadi Gali,Lehmber Hussainpuri;Raj Shekhar,1tEto4JrqNmBZFH5uAiYqb,9.0,hindi_study,39.0,9_39,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\52. Sadi Gali.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\52. Sadi Gali.mp3,,,,,,,0
,,Saibo - Lofi Flip,VIBIE;Sachin-Jigar;Shreya Ghoshal;Tochi Raina;Bollywood Lofi,1E16f7KcZmuXuhlenRwA2m,27,western_sleep,6,27_6,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\6. Saibo - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\6. Saibo - Lofi Flip.mp3,,,,,,,,,Pure Hearts,Adrien de la Salle;Francois Mathian,7bWHH83FZ2Mk0lJkG7WynM,22.0,western_focus,62.0,22_62,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\67. Pure Hearts.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\67. Pure Hearts.mp3",,,,,,,0
,,Ranjha - Lofi Flip,VIBIE;Jasleen Royal;B Praak;Bollywood Lofi,7vwTvVDpsONocB0zr8ShtJ,8,hindi_study,29,8_29,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\28. Ranjha - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\28. Ranjha - Lofi Flip.mp3,,,,,,,,,vanish,too unbothered.,2yu5bsJl6R8ClbPzq2Zqzu,29.0,western_sleep,52.0,29_52,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\52. vanish.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\52. vanish.mp3,,,,,,,0
,,417 Hz Facilitate Change,Dante Flowwell,4MwMx1h0nQuJXyqu6mgTM7,24,western_focus,84,24_84,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\85. 417 Hz Facilitate Change.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\85. 417 Hz Facilitate Change.mp3,,,,,,,,,Dreams of Summer,Chetco Effect,1jVckG8SZelmhcOUEQTmCb,25.0,western_focus,22.0,25_22,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\31. Dreams of Summer.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\31. Dreams of Summer.mp3,,,,,,,0
,,Kesariya - Lofi Flip,VIBIE;Arijit Singh;Pritam;Bollywood Lofi,7nsjBUVRQTUEvCReXAtVPi,8,hindi_study,38,8_38,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\37. Kesariya - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\37. Kesariya - Lofi Flip.mp3,,,,,,,,,All My Days,Alexi Murdoch,5NwpfDSHmNc7gu23GQK5DF,15.0,western_chill_lyrics,55.0,15_55,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\18. All My Days.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\18. All My Days.mp3,,,,,,,0
,,Venusian,Soothing Oasis,64ssnSXXTLqSNn7ioao1Gn,28,western_sleep,1,28_1,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\1. Venusian.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\1. Venusian.mp3,,,,,,,,,Close,J. Alke,2avCi5upj9VBQVCdsYfv57,26.0,western_focus,4.0,26_4,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\4. Close.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\4. Close.mp3,,,,,,,0
1315.0,spotify:track:27ytYULTu6QSZBhGaOKq9i,I Am California,John Craigie;Gregory Alan Isakov,27ytYULTu6QSZBhGaOKq9i,15,western_chill_lyrics,99,15_99,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\22. I Am California.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\22. I Am California.mp3,I Am California,acoustic chill,22.0,False,22. I Am California.mp3,True,1316.0,spotify:track:4Lp2SmcFyyMiWzfsDV2Qzh,Atlantis,Noah Gundersen;Phoebe Bridgers,4Lp2SmcFyyMiWzfsDV2Qzh,15.0,western_chill_lyrics,100.0,15_100,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\38. Atlantis.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\38. Atlantis.mp3,Atlantis,acoustic chill,38.0,False,38. Atlantis.mp3,True,1
,,unclear destination,too unbothered.;ist,2L950KxomSFtsRNtRJKiWQ,29,western_sleep,25,29_25,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\25. unclear destination.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\25. unclear destination.mp3,,,,,,,,,A Room With A View,Adrián Úlfur,3dW5gmYgCbNhjxsBGhGKLo,26.0,western_focus,23.0,26_23,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,,,,,,,0
1885.0,spotify:track:6jtAx68jIQDbCdzdgXOLED,Bilionera - Rino Aqua & Md DJ Official Remix,Otilia,6jtAx68jIQDbCdzdgXOLED,20,western_dj,70,20_70,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\70. Bilionera - Rino Aqua & Md DJ Official Remix.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\70. Bilionera - Rino Aqua & Md DJ Official Remix.mp3,Bilionera - Rino Aqua & Md DJ Official Remix,DJ Songs,70.0,True,70. Bilionera - Rino Aqua & Md DJ Official Remix.mp3,True,1886.0,spotify:track:46PqPlhhW6MAk21IDFNLnx,Belly Dancer (Bananza) - Remix,Akon;Kardinal Offishall,46PqPlhhW6MAk21IDFNLnx,20.0,western_dj,71.0,20_71,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\71. Belly Dancer (Bananza) - Remix.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\71. Belly Dancer (Bananza) - Remix.mp3,Belly Dancer (Bananza) - Remix,DJ Songs,71.0,True,71. Belly Dancer (Bananza) - Remix.mp3,True,1
1886.0,spotify:track:46PqPlhhW6MAk21IDFNLnx,Belly Dancer (Bananza) - Remix,Akon;Kardinal Offishall,46PqPlhhW6MAk21IDFNLnx,20,western_dj,71,20_71,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\71. Belly Dancer (Bananza) - Remix.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\71. Belly Dancer (Bananza) - Remix.mp3,Belly Dancer (Bananza) - Remix,DJ Songs,71.0,True,71. Belly Dancer (Bananza) - Remix.mp3,True,1887.0,spotify:track:3InIAYQyi22mfV4g1T9Jkc,Main Tera Boyfriend,Arijit Singh;Neha Kakkar;Meet Bros.;Sourav Roy;Sohrabuddin;Kumaar;Jitendra Raghuvanshi,3InIAYQyi22mfV4g1T9Jkc,20.0,western_dj,72.0,20_72,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\72. Main Tera Boyfriend.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\72. Main Tera Boyfriend.mp3,Main Tera Boyfriend,DJ Songs,72.0,True,72. Main Tera Boyfriend.mp3,True,1
,,Bella ciao - HUGEL Remix,El Profesor;HUGEL,2dQzfKRaMKUCQgMpOtpLTh,19,western_dj,99,19_99,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\93. Bella ciao - HUGEL Remix.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\93. Bella ciao - HUGEL Remix.mp3",,,,,,,,,wandering,too unbothered.,3EXtLkwpgMqiNIMl5Ztg8K,29.0,western_sleep,91.0,29_91,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\91. wandering.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\91. wandering.mp3,,,,,,,0
1490.0,spotify:track:52lObaMpTZyYt2aACIkBmC,Woh Raat,Shivoryx;Ronit Vinta,52lObaMpTZyYt2aACIkBmC,17,western_chill_lyrics,37,17_37,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\37. Woh Raat.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\37. Woh Raat.mp3,Woh Raat,Indie 'n' Chill,37.0,True,37. Woh Raat.mp3,True,1491.0,spotify:track:5YyXq5rzZyyEbNptsLFz3W,Khwahish,Mitraz;Arooh,5YyXq5rzZyyEbNptsLFz3W,17.0,western_chill_lyrics,38.0,17_38,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\38. Khwahish.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\38. Khwahish.mp3,Khwahish,Indie 'n' Chill,38.0,True,38. Khwahish.mp3,True,1
,,Blue (Da Ba Dee),MELON;Steve Void;Dance Fruits Music,5WyD2lZhEeTNg91oEF0TYK,21,western_dj,25,21_25,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\25. Blue (Da Ba Dee).mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\25. Blue (Da Ba Dee).mp3,,,,,,,,,ignoring tomorrow,ist;Lofi.com,1II94BsIcbjaXjY2ua1Zjk,29.0,western_sleep,42.0,29_42,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\42. ignoring tomorrow.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\42. ignoring tomorrow.mp3,,,,,,,0
,,Befikra,Meet Bros.;Aditi Singh Sharma;Natalie Ram;Thomson Andrews;Keshia Braganza;Gwen Dias;Ryan Dias;Kumaar,06wTXKpDMrSp5OfB7MErpx,9,hindi_study,28,9_28,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\35. Befikra.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\35. Befikra.mp3,,,,,,,,,Rasputin,Majestic;Boney M.,0LilcvPRRRpluOLBgytJKP,21.0,western_dj,24.0,21_24,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\24. Rasputin.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\24. Rasputin.mp3,,,,,,,0
,,Arcticano,Fracta Aurea,1HnTdU1vPXRKFfHHKt1cOR,25,western_focus,17,25_17,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\8. Arcticano.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\8. Arcticano.mp3,,,,,,,,,Mas Que Nada,Oliver Heldens;Ian Asher;Sérgio Mendes,6yW6Q8ZPgDBQA1yHWL4Jmh,19.0,western_dj,82.0,19_82,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\76. Mas Que Nada.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\76. Mas Que Nada.mp3",,,,,,,0
,,Bloom,Soothing Oasis,6st5cU0YN0FGMUHa80gfLS,28,western_sleep,26,28_26,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\26. Bloom.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\26. Bloom.mp3,,,,,,,,,Dil Ibaadat - Lofi Flip,Deepanshu Ruhela;Pritam;KK;Bollywood Lofi;Sayeed Quadri,16cuM5q46CqebnhdRB1nQG,8.0,hindi_study,35.0,8_35,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\34. Dil Ibaadat - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\34. Dil Ibaadat - Lofi Flip.mp3,,,,,,,0
2021.0,spotify:track:6j1Pdp1Rd3W0lGvnMzw5wu,minn.YUTE,Ben Laver,6j1Pdp1Rd3W0lGvnMzw5wu,22,western_focus,22,22_22,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\24. minn.YUTE.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\24. minn.YUTE.mp3",minn.YUTE,"Calm Study _ Instrumentals for Focus, Work, Reading",24.0,False,24. minn.YUTE.mp3,True,2022.0,spotify:track:52RHI3Ve3bTyiyGEKikTY0,Te Hau,Justus Rümenapp,52RHI3Ve3bTyiyGEKikTY0,22.0,western_focus,23.0,22_23,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\25. Te Hau.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\25. Te Hau.mp3",Te Hau,"Calm Study _ Instrumentals for Focus, Work, Reading",25.0,False,25. Te Hau.mp3,True,1
,,"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",Tanishk Bagchi;Kausar Munir;Jubin Nautiyal,0a17mIL7XTvYqe9mxuPd3y,2,hindi_chill_lyrics,11,2_11,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\4. Agar Ho Tum (From _Mr. And Mrs. Mahi_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\4. Agar Ho Tum (From _Mr. And Mrs. Mahi_).mp3,,,,,,,,,Kyon - Lofi Flip,Papon;Harrlin;Bollywood Lofi,0q1EaeaqfLBLqRvlkSbYi9,27.0,western_sleep,54.0,27_54,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\54. Kyon - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\54. Kyon - Lofi Flip.mp3,,,,,,,0
,,"Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam;Arijit Singh;Shilpa Rao,4blqlsA1uf2d2I40E90EUC,27,western_sleep,21,27_21,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\21. Tere Hawaale (From _Laal Singh Chaddha_).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\21. Tere Hawaale (From _Laal Singh Chaddha_).mp3,,,,,,,,,Mila Toh Marega,Ravindra Upadhyay;Vishvesh Parmar;Sandeep Patil,5zlB4HfyZ4C5EbgbHPkYIN,7.0,hindi_study,18.0,7_18,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,,,,,,,0
,,Endless Stars,Avery's Ambient,5HqNI7v7v2sSTwOviTV4sw,28,western_sleep,44,28_44,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\44. Endless Stars.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\44. Endless Stars.mp3,,,,,,,,,The Way I Are,Timbaland;Keri Hilson;D.O.E.,2bLqfJjuC5syrsgDsZfGmn,21.0,western_dj,80.0,21_80,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\80. The Way I Are.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\80. The Way I Are.mp3,,,,,,,0
,,far away,butterfli,0GDif8AtYRv3jfjwlzY1Uv,25,western_focus,31,25_31,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\13. far away.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\13. far away.mp3,,,,,,,,,Single Ladies (Put a Ring on It),Beyoncé,557un1HgwYMuqfWGSTmnxw,21.0,western_dj,68.0,21_68,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\68. Single Ladies (Put a Ring on It).mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\68. Single Ladies (Put a Ring on It).mp3,,,,,,,0
,,"Ajab Si (From ""Om Shanti Om"")",KK,2RgvvnMwtP0R2OkVZmFvnV,9,hindi_study,67,9_67,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\83. Ajab Si (From _Om Shanti Om_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\83. Ajab Si (From _Om Shanti Om_).mp3,,,,,,,,,"Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam;Arijit Singh;Shilpa Rao,4blqlsA1uf2d2I40E90EUC,27.0,western_sleep,21.0,27_21,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\21. Tere Hawaale (From _Laal Singh Chaddha_).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\21. Tere Hawaale (From _Laal Singh Chaddha_).mp3,,,,,,,0
,,Baarishein,Anuv Jain,3WLJ7D5kh44K5eJ1NqZQ6W,17,western_chill_lyrics,27,17_27,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\27. Baarishein.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\27. Baarishein.mp3,,,,,,,,,On The Floor,Jennifer Lopez;Pitbull,3C0nOe05EIt1390bVABLyN,20.0,western_dj,84.0,20_84,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\84. On The Floor.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\84. On The Floor.mp3,,,,,,,0
,,Barso Re,A.R. Rahman;Shreya Ghoshal;Uday Mazumdar,32DWojMZeZebVrfBkhAkKy,9,hindi_study,58,9_58,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\74. Barso Re.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\74. Barso Re.mp3,,,,,,,,,Bandeya - Lofi Flip,Kritiman Mishra;Arijit Singh;Shaarib Toshi,1u4JZDeRVFD6f6SHPuLCvv,27.0,western_sleep,45.0,27_45,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\45. Bandeya - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\45. Bandeya - Lofi Flip.mp3,,,,,,,0
736.0,spotify:track:1NX33DecZrq4ZUGDc47AfN,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",Arijit Singh,1NX33DecZrq4ZUGDc47AfN,9,hindi_study,17,9_17,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\20. Tera Yaar Hoon Main (From _Sonu Ke Titu Ki Sweety_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\20. Tera Yaar Hoon Main (From _Sonu Ke Titu Ki Sweety_).mp3,Tera Yaar Hoon Main (From _Sonu Ke Titu Ki Sweety_),Studying Bollywood Songs,20.0,False,20. Tera Yaar Hoon Main (From _Sonu Ke Titu Ki Sweety_).mp3,True,737.0,spotify:track:5cgKosPPj5Cs9a2JQufUc1,Ilahi,Pritam;Arijit Singh;Amitabh Bhattacharya,5cgKosPPj5Cs9a2JQufUc1,9.0,hindi_study,18.0,9_18,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\21. Ilahi.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\21. Ilahi.mp3,Ilahi,Studying Bollywood Songs,21.0,False,21. Ilahi.mp3,True,1
,,Peaceful Skies,Soothing Oasis,4T317D8kCVdPbqmsUdDA89,28,western_sleep,49,28_49,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\49. Peaceful Skies.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\49. Peaceful Skies.mp3,,,,,,,,,come back to me,valley of memories;Grisby;C.O.V.E.R,6MR3uaSDnAgNgwKOz90nqy,29.0,western_sleep,18.0,29_18,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\18. come back to me.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\18. come back to me.mp3,,,,,,,0
3044.0,spotify:track:3YTEBVb0zW3M5VriZKgoCJ,Toh Phir Aao (Reprise),JalRaj,3YTEBVb0zW3M5VriZKgoCJ,27,western_sleep,14,27_14,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\14. Toh Phir Aao (Reprise).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\14. Toh Phir Aao (Reprise).mp3,Toh Phir Aao (Reprise),Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs,14.0,True,14. Toh Phir Aao (Reprise).mp3,True,3045.0,spotify:track:4XdgtQ0wt7fikgV4xvR5tm,Piya O Re Piya (Lofi Mix),Atif Aslam;Shreya Ghoshal;Shahraaz Khan,4XdgtQ0wt7fikgV4xvR5tm,27.0,western_sleep,15.0,27_15,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\15. Piya O Re Piya (Lofi Mix).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\15. Piya O Re Piya (Lofi Mix).mp3,Piya O Re Piya (Lofi Mix),Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs,15.0,True,15. Piya O Re Piya (Lofi Mix).mp3,True,1
