audio_path,audio_relative_path,region,category,downloaded_playlist_name,downloaded_position,downloaded_title,filename
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\59. Khamoshi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\59. Khamoshi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,59,Khamoshi,59. Khamoshi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\60. Duniyaa Lofi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\60. Duniyaa Lofi Mix.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,60,Duniyaa Lofi Mix,60. Duniyaa Lofi Mix.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\61. Safar.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\61. Safar.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,61,Safar,61. Safar.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\62. Tera Hone Laga Hoon (Lofi Mix).mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\62. Tera Hone Laga Hoon (Lofi Mix).mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,62,Tera Hone Laga Hoon (Lofi Mix),62. Tera Hone Laga Hoon (Lofi Mix).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\63. Aaram.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\63. Aaram.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,63,Aaram,63. Aaram.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\64. Teri Deewani - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\64. Teri Deewani - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,64,Teri Deewani - Lofi Flip,64. Teri Deewani - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\65. Lamha Lamha Zindagi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\65. Lamha Lamha Zindagi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,65,Lamha Lamha Zindagi,65. Lamha Lamha Zindagi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\66. Shayad - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\66. Shayad - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,66,Shayad - Lofi Flip,66. Shayad - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\67. Aasman Se Aage.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\67. Aasman Se Aage.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,67,Aasman Se Aage,67. Aasman Se Aage.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\68. Dekha Ek Khwab - Lofi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\68. Dekha Ek Khwab - Lofi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,68,Dekha Ek Khwab - Lofi,68. Dekha Ek Khwab - Lofi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\69. Cozy Evening Lo-fi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\69. Cozy Evening Lo-fi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,69,Cozy Evening Lo-fi,69. Cozy Evening Lo-fi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\70. Meherma - LoFi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\70. Meherma - LoFi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,70,Meherma - LoFi,70. Meherma - LoFi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\71. Khuli Aankhon Ka Sapna.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\71. Khuli Aankhon Ka Sapna.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,71,Khuli Aankhon Ka Sapna,71. Khuli Aankhon Ka Sapna.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\72. Dil Diyan Gallan - LoFi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\72. Dil Diyan Gallan - LoFi Mix.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,72,Dil Diyan Gallan - LoFi Mix,72. Dil Diyan Gallan - LoFi Mix.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\73. Shanti Ki Taal.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\73. Shanti Ki Taal.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,73,Shanti Ki Taal,73. Shanti Ki Taal.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\74. Tune Jo Na Kaha - LoFi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\74. Tune Jo Na Kaha - LoFi Mix.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,74,Tune Jo Na Kaha - LoFi Mix,74. Tune Jo Na Kaha - LoFi Mix.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\75. Chupke Se Kahaani.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\75. Chupke Se Kahaani.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,75,Chupke Se Kahaani,75. Chupke Se Kahaani.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\76. Hosanna - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\76. Hosanna - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,76,Hosanna - Lofi Flip,76. Hosanna - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\77. Dream Shake.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\77. Dream Shake.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,77,Dream Shake,77. Dream Shake.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\78. Ranjha - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\78. Ranjha - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,78,Ranjha - Lofi Flip,78. Ranjha - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\79. Dreamy Lo-fi Melodies.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\79. Dreamy Lo-fi Melodies.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,79,Dreamy Lo-fi Melodies,79. Dreamy Lo-fi Melodies.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\80. Mere Yaaraa & Tu Jo Mila (From _Love In Lo-Fi Volume 1_).mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\80. Mere Yaaraa & Tu Jo Mila (From _Love In Lo-Fi Volume 1_).mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,80,Mere Yaaraa & Tu Jo Mila (From _Love In Lo-Fi Volume 1_),80. Mere Yaaraa & Tu Jo Mila (From _Love In Lo-Fi Volume 1_).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\81. Tu Jaane Na - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\81. Tu Jaane Na - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,81,Tu Jaane Na - Lofi Flip,81. Tu Jaane Na - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\82. Tujhe Kitna Chahein Aur Hum (From _Love In Lo-Fi Volume 1_).mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\82. Tujhe Kitna Chahein Aur Hum (From _Love In Lo-Fi Volume 1_).mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,82,Tujhe Kitna Chahein Aur Hum (From _Love In Lo-Fi Volume 1_),82. Tujhe Kitna Chahein Aur Hum (From _Love In Lo-Fi Volume 1_).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\83. Aangan Ki Sair.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\83. Aangan Ki Sair.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,83,Aangan Ki Sair,83. Aangan Ki Sair.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\84. Tujh Mein Rab Dikhta Hai - LoFi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\84. Tujh Mein Rab Dikhta Hai - LoFi Mix.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,84,Tujh Mein Rab Dikhta Hai - LoFi Mix,84. Tujh Mein Rab Dikhta Hai - LoFi Mix.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\85. Sajde - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\85. Sajde - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,85,Sajde - Lofi Flip,85. Sajde - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\86. Parchaai.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\86. Parchaai.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,86,Parchaai,86. Parchaai.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\87. Tum Jo Aaye & Tere Bin Nahin Lagda.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\87. Tum Jo Aaye & Tere Bin Nahin Lagda.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,87,Tum Jo Aaye & Tere Bin Nahin Lagda,87. Tum Jo Aaye & Tere Bin Nahin Lagda.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\88. Raat Ka Sannata.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\88. Raat Ka Sannata.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,88,Raat Ka Sannata,88. Raat Ka Sannata.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\89. O Sanam - DJ NYK Lofi Remix.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\89. O Sanam - DJ NYK Lofi Remix.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,89,O Sanam - DJ NYK Lofi Remix,89. O Sanam - DJ NYK Lofi Remix.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\90. Study Focus Lofi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\90. Study Focus Lofi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,90,Study Focus Lofi,90. Study Focus Lofi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\91. Muskurane - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\91. Muskurane - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,91,Muskurane - Lofi Flip,91. Muskurane - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\92. Hazy Melodies.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\92. Hazy Melodies.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,92,Hazy Melodies,92. Hazy Melodies.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\93. Sun Bhi Le - Lofi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\93. Sun Bhi Le - Lofi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,93,Sun Bhi Le - Lofi,93. Sun Bhi Le - Lofi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\94. Let It Be.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\94. Let It Be.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,94,Let It Be,94. Let It Be.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\95. Teri Jhuki Nazar - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\95. Teri Jhuki Nazar - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,95,Teri Jhuki Nazar - Lofi Flip,95. Teri Jhuki Nazar - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\96. Nadiyon Ki Sargam.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\96. Nadiyon Ki Sargam.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,96,Nadiyon Ki Sargam,96. Nadiyon Ki Sargam.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\97. Kive Mukhde Lofi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\97. Kive Mukhde Lofi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,97,Kive Mukhde Lofi,97. Kive Mukhde Lofi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\98. Rishton Ka Manzar.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\98. Rishton Ka Manzar.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,98,Rishton Ka Manzar,98. Rishton Ka Manzar.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\99. Mehrama - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\99. Mehrama - Lofi Flip.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,99,Mehrama - Lofi Flip,99. Mehrama - Lofi Flip.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\100. Dil Se Lofi.mp3,data\raw_playlist_songs_downloaded\hindi\sleep\Hindi Lofi Sleeping Songs 😴\100. Dil Se Lofi.mp3,hindi,sleep,Hindi Lofi Sleeping Songs 😴,100,Dil Se Lofi,100. Dil Se Lofi.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\2. Zinda.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\2. Zinda.mp3,hindi,study,Gym workout Hindi songs,2,Zinda,2. Zinda.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\3. Sultan.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\3. Sultan.mp3,hindi,study,Gym workout Hindi songs,3,Sultan,3. Sultan.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\4. Dangal.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\4. Dangal.mp3,hindi,study,Gym workout Hindi songs,4,Dangal,4. Dangal.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\5. Kar Har Maidaan Fateh (From _Sanju_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\5. Kar Har Maidaan Fateh (From _Sanju_).mp3,hindi,study,Gym workout Hindi songs,5,Kar Har Maidaan Fateh (From _Sanju_),5. Kar Har Maidaan Fateh (From _Sanju_).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\6. Brothers Anthem.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\6. Brothers Anthem.mp3,hindi,study,Gym workout Hindi songs,6,Brothers Anthem,6. Brothers Anthem.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\7. Jai Ho.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\7. Jai Ho.mp3,hindi,study,Gym workout Hindi songs,7,Jai Ho,7. Jai Ho.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\8. Jee Karda (Rock Version).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\8. Jee Karda (Rock Version).mp3,hindi,study,Gym workout Hindi songs,8,Jee Karda (Rock Version),8. Jee Karda (Rock Version).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\9. Saadda Haq.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\9. Saadda Haq.mp3,hindi,study,Gym workout Hindi songs,9,Saadda Haq,9. Saadda Haq.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\11. Soorma Anthem.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\11. Soorma Anthem.mp3,hindi,study,Gym workout Hindi songs,11,Soorma Anthem,11. Soorma Anthem.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\13. Raftaarein.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\13. Raftaarein.mp3,hindi,study,Gym workout Hindi songs,13,Raftaarein,13. Raftaarein.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\15. Bhaag Milkha Bhaag - Rock Version.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\15. Bhaag Milkha Bhaag - Rock Version.mp3,hindi,study,Gym workout Hindi songs,15,Bhaag Milkha Bhaag - Rock Version,15. Bhaag Milkha Bhaag - Rock Version.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\16. Chal Utth Bandeya.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\16. Chal Utth Bandeya.mp3,hindi,study,Gym workout Hindi songs,16,Chal Utth Bandeya,16. Chal Utth Bandeya.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\17. Unstoppable Now.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\17. Unstoppable Now.mp3,hindi,study,Gym workout Hindi songs,17,Unstoppable Now,17. Unstoppable Now.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\18. Ghamand Kar (From _Tanhaji - The Unsung Warrior_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\18. Ghamand Kar (From _Tanhaji - The Unsung Warrior_).mp3,hindi,study,Gym workout Hindi songs,18,Ghamand Kar (From _Tanhaji - The Unsung Warrior_),18. Ghamand Kar (From _Tanhaji - The Unsung Warrior_).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\19. Maula Maula.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\19. Maula Maula.mp3,hindi,study,Gym workout Hindi songs,19,Maula Maula,19. Maula Maula.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\20. Get Ready To Fight Again.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\20. Get Ready To Fight Again.mp3,hindi,study,Gym workout Hindi songs,20,Get Ready To Fight Again,20. Get Ready To Fight Again.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\21. Maa Tujhe Salaam.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\21. Maa Tujhe Salaam.mp3,hindi,study,Gym workout Hindi songs,21,Maa Tujhe Salaam,21. Maa Tujhe Salaam.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,hindi,study,Gym workout Hindi songs,22,Mila Toh Marega,22. Mila Toh Marega.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\23. Kalki - Revisted Theme.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\23. Kalki - Revisted Theme.mp3,hindi,study,Gym workout Hindi songs,23,Kalki - Revisted Theme,23. Kalki - Revisted Theme.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\24. Aag Hun Main.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\24. Aag Hun Main.mp3,hindi,study,Gym workout Hindi songs,24,Aag Hun Main,24. Aag Hun Main.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\25. Shiva Mantra Ghanapaatha.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\25. Shiva Mantra Ghanapaatha.mp3,hindi,study,Gym workout Hindi songs,25,Shiva Mantra Ghanapaatha,25. Shiva Mantra Ghanapaatha.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\26. Aarambh.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\26. Aarambh.mp3,hindi,study,Gym workout Hindi songs,26,Aarambh,26. Aarambh.mp3
